country,description,designation,points,price,province,region,title,variety,winery
Spain,"Apple aromas are mild and innocuous. This feels wide, chunky and without definition. Flavors of pithy white fruits turn bitter and briny on the finish.",,82,11.0,Northern Spain,Navarra,Alex 2012 Viura (Navarra),Viura,Alex
Spain,"Smoky, oaky, charred flavors of savory plum and berry lead to a full, layered palate with slightly abrasive tannins. This tastes of grilled beef, lemon peel, toast, cassis and chocolate. A toasted character remains on a solid finish. Drink through 2020.",Reserva,90,21.0,Northern Spain,Rioja,Beronia 2010 Reserva  (Rioja),Tempranillo Blend,Beronia
Spain,"This is one of the most inky, concentrated, fiercely tannic vintages of Alion to date. Aromas of granite, boysenberry and grilled meat feed into a biting, full-bodied palate that can only benefit from more time. Blackberry, vanilla and chocolate flavors finish with mocha notes and stocky, rugged tannins. This is fierce and unrefined now; drink from 2018 through 2027.",,90,95.0,Northern Spain,Ribera del Duero,Alion 2011  Ribera del Duero,Tempranillo,Alion
Spain,"Aromas of raw oak, cinnamon, bacon and clove outmuscle fruit on this rough, tannic, scraping 2013. Flavors of toast, chocolate and baking spices push blackberry and black-plum fruit towards an oaky, abrasive finish with rocky tannins and accents of chocolate and cinnamon. Holding this for another couple of years may or may not soften this fierce but tasty RDD.",Crianza,90,40.0,Northern Spain,Ribera del Duero,Arzuaga 2013 Crianza  (Ribera del Duero),Tempranillo,Arzuaga
Spain,"This starts with some Verdejo sweat and funk on the nose, and while those notes don't last, the bouquet doesn't improve dramatically with airing. It feels soft and basic, with melon and lettuce flavors. Falls off a bit on the finish, which tastes a bit briney.",Ducado de Altan,85,13.0,Northern Spain,Rueda,Naia 2010 Ducado de Altan Verdejo (Rueda),Verdejo,Naia
Spain,"Golden in color, this has bready baked-apple aromas. It feels plump and soft for a brut nature, with a maderized quality to the palate. It tastes extremely dry, like seltzer water blended with citrus, almond and butterscotch. It continues on the same flavor plane throughout the finish.",Cristalino Brut Nature,85,15.0,Catalonia,Cava,Jaume Serra 2007 Cristalino Brut Nature Sparkling (Cava),Sparkling Blend,Jaume Serra
Spain,"Jammy aromas of plum and berry are oaky and come with a hint of rubber and/or latex. This is weighty yet balanced. Earthy flavors of baked black fruits, tea and spice are slightly minerally, while the finish is oaky and generous, with a touch of menthol and heat.",Flavium Selección,90,15.0,Northern Spain,Bierzo,Vinos de Arganza 2011 Flavium Selección Mencía (Bierzo),Mencía,Vinos de Arganza
Spain,"Concentrated, potent aromas of earthy blackberry and cassis bring notes of briar patch, prune and exotic spices. The palate is full and oaky but fresh, with flavors of berry, cassis, herb and wood grain. A heavy finish with overt oak and related spice is modern in style. Drink through 2017.",,90,24.0,Northern Spain,Bierzo,Abad Dom Bueno 2011 Mencía (Bierzo),Mencía,Abad Dom Bueno
Spain,"This fresh, pure value red cranks out raspberry and boysenberry aromas in front of a crisp, tight palate. Ripe, quick-hitting flavors of red-berry fruits and toasty smoke finish zesty, with a lasting note of pie cherry.",Roble,90,13.0,Northern Spain,Bierzo,Encanto 2011 Roble Mencía (Bierzo),Mencía,Encanto
Spain,"This reserva from a warm year smells like crushed rocks, clay, wood smoke and spiced berry fruits. The palate is rubbery and tannic but bold, while oaky, roasted flavors of spiced black fruits and toast finish lightly baked and chocolaty. Drink through 2018.",Reserva,90,28.0,Northern Spain,Ribera del Duero,Martín Berdugo 2009 Reserva  (Ribera del Duero),Tempranillo,Martín Berdugo
Spain,"Cedar, coconut, tobacco and earthy berry aromas are typical of Rioja. This is juicy and zesty in the mouth, with bright acidity. Flavors of berry, vanilla and earth finish strong. This is an excellent but not overly complicated wine; drink through 2024.",Alfar Reserva Edición Limitada,90,57.0,Northern Spain,Rioja,Valdelacierva 2009 Alfar Reserva Edición Limitada  (Rioja),Tempranillo,Valdelacierva
Spain,"A unique and individual style of Sherry, even among palo cortados. It's dark amber in color, with a pungent mix of aromas that include molasses, raw brown sugar, chocolate and campfire. Feels fresh on the tongue, with coffee, dark chocolate and core peach and citrus flavors.",Apostoles Palo Cortado Viejo,91,49.0,Andalucia,Jerez,González Byass NV Apostoles Palo Cortado Viejo Sherry (Jerez),Sherry,González Byass
Spain,"Light in color, with pecan pie aromas. There's nothing heavy or blowsy about this refined palo cortado; it's tight in the mouth, with narrowing acidity and tangy, oily flavors of citrus, almond and rancio. Long as they come on the finish, with zero excess weight.",Marqués de Rodil Palo Cortado,91,42.0,Andalucia,Jerez,Hidalgo NV Marqués de Rodil Palo Cortado Sherry (Jerez),Sherry,Hidalgo
Spain,"Hard and crusty on first impression, with smoky, leathery, meaty aromas along with hints of wild herbs and dark berry fruit. Feels racy and ultraslick, with cherry, plum and mineral flavors. Hits all the right notes while not pushing any buttons too hard or too often; long on the finish. Drink now through 2014.",Clos Abella,91,68.0,Catalonia,Priorat,Marco Abella 2006 Clos Abella Red (Priorat),Red Blend,Marco Abella
Spain,"After it oozes rubber and bacon on the nose, berry fruit and mild medicinal aromas settle in. Feels full, tight and structured, with meat, black cherry and wild berry flavors. Finishes warm, chocolaty and lightly roasted. Well-made, and impressive for the price.",Crianza,91,20.0,Northern Spain,Ribera del Duero,Martín Berdugo 2008 Crianza  (Ribera del Duero),Tempranillo,Martín Berdugo
Spain,"Leesy whiffs of cured ham and salami are common, and this folds in grassiness and stone-fruit aromas as well. Chunky and fairly citric on the palate, this tastes mostly of orange and tangerine, while mango and nectarine notes pop up on the finish.",Zios,87,19.0,Galicia,Rías Baixas,Lusco 2014 Zios Albariño (Rías Baixas),Albariño,Lusco
Spain,"Soft, ripe, earthy aromas of sweet stone fruits and melon turn a bit soapy as this breathes out. Foamy and overactive, this rosé is chunky on the palate, with flavors of nectarine and brown sugar that finish round and easy.",Reserva Especial Rosé,87,28.0,Catalonia,Cava,Mestres NV Reserva Especial Rosé Sparkling (Cava),Sparkling Blend,Mestres
Spain,Jammy berry aromas are pleasant and only slightly rubbery. This baby Monastrell (with 15% Syrah) is fresh but choppy and gritty in feel. Pure plum and cherry flavors finish with a medicinal note and lasting acidity.,Joven,87,10.0,Levante,Jumilla,Monterebro 2014 Joven Red (Jumilla),Red Blend,Monterebro
Spain,"Jumpy and nervy smelling, with tottering aromas of jammy berry and strawberry. It feels dilute at first, but more structure and body appear as the wine unfolds. The flavor of jammy raspberry is somewhat herbal, and the finish is light.",Roble,84,23.0,Northern Spain,Ribera del Duero,Convento Oreja 2010 Roble  (Ribera del Duero),Tempranillo,Convento Oreja
Spain,"An aromatic opening of compost and vinegar might suggest casting this aside. But flavors of strawberry and chocolate, along with an admitted weedy note, amount to something decent. Finishing notes of brown sugar and berry syrup are chocolaty and ensure that this finishes better than it begins.",Colección Vivanco Dulce de Invierno Late Harvest,85,50.0,Northern Spain,Rioja,Vivanco 2011 Colección Vivanco Dulce de Invierno Late Harvest Red (Rioja),Red Blend,Vivanco
Spain,"This Chardonnay heavy offering shows mild lime and apple aromas. The palate is plump and full, with bready, yeasty apple flavors that end on a lees note and clean, mild apple flavors.",Anna,87,15.0,Catalonia,Cava,Codorníu NV Anna Sparkling (Cava),Sparkling Blend,Codorníu
Spain,"Pure apple, peach and melon aromas precede a fresh, tangy palate with depth, minerality and complexity. Tangerine and lemon-lime flavors are pure as glacial ice, while lime and apple flavors control the finish. Drink through summer 2016.",Esencia Diviña,91,23.0,Galicia,Rías Baixas,Adegas Gran Vinum 2014 Esencia Diviña Albariño (Rías Baixas),Albariño,Adegas Gran Vinum
Spain,"Rooty, herbal, oaky aromas include notes of blackberry, raspberry and molasses. A layered, creamy palate has just enough structure and tannic grab to come across as firm. Charred, toasty flavors of oaky berry fruits and tobacco finish earthy, mature and lightly baked. Drink through 2020.",Gran Reserva,91,33.0,Northern Spain,Rioja,Beronia 2007 Gran Reserva  (Rioja),Tempranillo Blend,Beronia
Spain,"This opens with leathery aromas of earthy plum and red-berry fruits. It's medium in body and intensity, with racy, tomatoey acidity. Baked flavors are a bit stalky and echo the nose, while this gran reserva finishes ripe and easy. Drink through 2021.",Cune Gran Reserva,91,33.0,Northern Spain,Rioja,CVNE 2009 Cune Gran Reserva  (Rioja),Tempranillo Blend,CVNE
Spain,"Rooty, earthy aromas of cola, baking spices, blackberry and pepper are potent and ripe. Like always, this is a generous, well-balanced example of Ribera del Duero with toasty oak flavors riding on top of baking spice, plum and cassis notes. Vanilla and mint flavors on the finish are oak-based, while modest heat and burn call for short-term aging. Drink through 2019.",,91,25.0,Northern Spain,Ribera del Duero,Emilio Moro 2012  Ribera del Duero,Tinto Fino,Emilio Moro
Spain,"Cool, subtle aromas of cola, rooty black cherry and blackberry precede a flush, racy, tannic palate. Toasted, roasted blackberry flavors come with accents of coconut and peppery spice, while coconutty oak returns on the finish. Drink through 2022.",Gran Reserva,91,35.0,Northern Spain,Rioja,Marqués de Cáceres 2008 Gran Reserva  (Rioja),Tempranillo Blend,Marqués de Cáceres
Spain,"Jammy, mildly green aromas of tobacco, cherry and blueberry shed clarity with airing. This blend of Tempranillo, Cabernet and Merlot is high in acid, a touch abrasive and hollow in the midpalate, with green-leaning, minty flavors of blackberry and plum. This finishes acidic, with some scour.",1423 Reserva,86,25.0,Northern Spain,Navarra,Príncipe de Viana 2007 1423 Reserva Red (Navarra),Red Blend,Príncipe de Viana
Spain,"Aromas of orange zest, apple cider and yeast come in front of a plump, slightly wayward palate with citric acidity. Generic citrus flavors finish lemony but with acidic scour.",,86,9.0,Northern Spain,Rueda,Esperanza 2015 Verdejo-Viura (Rueda),Verdejo-Viura,Esperanza
Spain,"Aromas of leather, smoked meats, charred oak and lacquer are not for the weak, while the mouthfeel is firm, deep and just right. Juicy and bright in terms of flavors, with black cherry, vanilla and coconut. Toasty and alert on the finish, but with smacking tannins. Drinkable now and good for another four or five years.",Reserva,90,19.0,Northern Spain,Rioja,Beronia 2005 Reserva  (Rioja),Tempranillo Blend,Beronia
Spain,"Apple and grass aromas are clean and basic. For a brut nature, this has a plump feel and fruity roundness. Yeasty flavors of baked white bread and briny apple and nectarine finish mellow and smooth. Drink now.",Brut Nature Gran Reserva Reserva de la Familia,87,16.0,Catalonia,Cava,Juvé y Camps 2010 Brut Nature Gran Reserva Reserva de la Familia Sparkling (Cava),Sparkling Blend,Juvé y Camps
Spain,"Ripe but prickly black-fruit aromas show a touch of dessicated character, namely prune. This is chunky but solidly acidic, with baked blackberry and plum flavors that finish with weight, smooth tannins and a hint of herbs and mint.",,87,9.0,Levante,Jumilla,Wrongo Dongo 2014 Monastrell (Jumilla),Monastrell,Wrongo Dongo
Spain,"Musky aromas of white flowers and mustard come before a lean, lemony, restricted palate. Melon, lychee and lime flavors are tropical and slightly oily, with mustardy notes coming back on the finish.",Vetiver Vendimia,87,15.0,Northern Spain,Rioja,Bodegas Ontañón 2013 Vetiver Vendimia Viura (Rioja),Viura,Bodegas Ontañón
Spain,"Deep and dark, with cola, blackberry and mossy aromas. This is full-bodied, tight and tannic, with hardness that will only be tempered by food and/or more time in bottle. Tastes bold, chunky and ripe, with chocolate and licorice along with heat and tannic fire. Drink now through 2017.",Prestigio,91,70.0,Northern Spain,Ribera del Duero,Matarromera 2005 Prestigio  (Ribera del Duero),Tempranillo,Matarromera
Spain,"Intense aromas of inky, leathery black fruits announce a full, saturated palate that's bolstered by tartaric acidity. Plum, blackberry, raw oak and salty flavors are chocolaty on a finish. Drink through 2019.",Barricado Organic,90,38.0,Levante,Jumilla,Baica 2015 Barricado Organic Monastrell (Jumilla),Monastrell,Baica
Spain,"Oaky, concentrated black-fruit aromas feature notes of graphite and savory earth. This Monastrell is deep, jammy and textured on a full-bodied palate. Spicy oak and black-plum flavors finish toasty, with hints of baking spices and dried herbs. Drink through 2019.",La Finca Selección Monastrell,90,35.0,Levante,Jumilla,Baica 2015 La Finca Selección Monastrell Monastrell (Jumilla),Monastrell,Baica
Spain,"Nutty aromas are rich and oily in this semisweet amontillado. It is round and chewy on the palate, with a layering of creamy, nutty flavors: Toffee, chocolate and caramel. These notes linger on the unwavering finish.",Élite Amontillado Selection Medium,90,30.0,Andalucia,Jerez,Bodegas Dios Baco S.L. NV Élite Amontillado Selection Medium Sherry (Jerez),Sherry,Bodegas Dios Baco S.L.
Spain,"On the nose, this smells a touch yeasty and bready, similar to Saltine crackers. The mouthfeel on this sparkling wine is crisp and right on. Slightly bitter white-fruit flavors come with a dusting of white pepper and a lingering lime note on the dry finish.",Gran Reserva Brut Nature,90,36.0,Catalonia,Cava,Castellroig 2011 Gran Reserva Brut Nature Sparkling (Cava),Sparkling Blend,Castellroig
Spain,"Dusty berry and plum aromas register as fresh but simple. This is similar on the palate: fresh and fruity, but not too serious. Flavors of plum and cherry are raw and drawing, while the finish sports supportive juicy acidity.",Linde,87,15.0,Northern Spain,Ribera del Duero,Atalayas de Golbán 2013 Linde  (Ribera del Duero),Tempranillo,Atalayas de Golbán
Spain,"This is grassy and pungent up front, with citrus, nectarine and apple aromas. It feels crisp and tangy, with chalky grip and flavors of citrus and green apple. Snappy and long on the finish, this is a Sauvignon Blanc-styled Viura.",,86,11.0,Northern Spain,Rioja,El Coto 2011 Viura (Rioja),Viura,El Coto
Spain,"Crisp white-fruit aromas come with a touch of green grass. It feels regular, with briny lime and tart apple flavors.",Glaç Brut Nature,85,30.0,Catalonia,Cava,Maria Casanovas NV Glaç Brut Nature Sparkling (Cava),Sparkling Blend,Maria Casanovas
Spain,"With aromatic touches of haystack and vanilla in addition to green apple and mineral, the nose is inviting. On the palate, it's nice and lemony, with green apple acids offering a modest scour. Cleansing and ideal with simple finger foods. Very nice for the price.",Brut Reserva,88,10.0,Catalonia,Cava,Segura Viudas NV Brut Reserva Sparkling (Cava),Sparkling Blend,Segura Viudas
Spain,"A dry and austere style is what you're looking at with Heredad. The nose offers simple citrus and soda aromas, while the palate is sheer and defined by apple, light spice and cleansing acidity. Not much depth below the surface but definitely clean and flashy.",Reserva Heredad,88,20.0,Catalonia,Cava,Segura Viudas NV Reserva Heredad Sparkling (Cava),Sparkling Blend,Segura Viudas
Spain,"Alberdi from La Rioja Alta is a slight throwback. The nose has more than a twinge of tomato leaf, wet clay, tobacco and raisin, but also maturity and floral notes akin to a good Burgundy. Meanwhile, the palate pitches tomato leaf, cranberry, tobacco and dried plum flavors. A little bit light and reedy by modern standards, but alluring as well. Drink now. A Europvin, Christopher Cannan selection, imported by multiple importers, including Michael Skurnik Wines.",Viña Alberdi Selección Especial,88,27.0,Northern Spain,Rioja,La Rioja Alta 2001 Viña Alberdi Selección Especial  (Rioja),Tempranillo Blend,La Rioja Alta
Spain,"A lively number with kick and effervescence. The nose is kind, with light fruits and a whiff of chocolate. Plum and raspberry flavors are nice and accented by earthy spice, while the wine's texture and structure seem more than solid, given its everyday price.",Brut Rosé,88,10.0,Catalonia,Cava,Segura Viudas NV Brut Rosé Sparkling (Cava),Sparkling Blend,Segura Viudas
Spain,"Crisp as it should be, with fit aromas of apple, fresh lettuce and honey. The palate is crystal clear in its delivery of lemon, apple and green banana, while the finish is vivacious and runs the distance. Quite satisfying and fairly serious given its under-$15 provenance.",Brut Nature,88,14.0,Catalonia,Cava,Freixenet 2004 Brut Nature Sparkling (Cava),Sparkling Blend,Freixenet
Spain,"Heavy oak aromas rest forcefully on top of plum and black cherry scents. This is fresh and proper in feel, with dominant oaky graininess and medicinal berry flavors that finish woody like a plank.",,86,10.0,Northern Spain,Campo de Borja,Penelope Sanchez 2014 Red (Campo de Borja),Garnacha Blend,Penelope Sanchez
Spain,"Lightly oxidized aromas of apple and peach are waxy and on the cusp of being stale. In the mouth, however, this is stony and citric, with orange and lemon flavors. Finishing acidity and stoniness cut through this wine's older, heftier qualities. Drink now.",Flor del Montgó,86,13.0,Central Spain,Vino de la Tierra de Castilla,Montgó 2014 Flor del Montgó Verdejo (Vino de la Tierra de Castilla),Verdejo,Montgó
Spain,"Aromas of ocean breeze and white clover are raw but good. This feels round, pulpy and citrusy, with green slightly bitter flavors of citrus, honey and brine. Acidity plays a big role in keeping this afloat. Drink immediately.",Peitán,86,15.0,Galicia,Rías Baixas,Nora 2014 Peitán Albariño (Rías Baixas),Albariño,Nora
Spain,"Ripe, concentrated aromas of berry fruits and raisin announce a chunky but good palate. Oaky flavors are matched by tangy red-fruit notes and heavier back-palate prune, while the finish is thick and chewy, with just enough acidity to keep things in shape.",,88,20.0,Catalonia,Priorat,Noster Inicial 2010 Red (Priorat),Red Blend,Noster Inicial
Spain,"Floral blueberry and boysenberry aromas are forward and slightly exotic, with notes of leather and dried cheese. This is chunky, heavy and a touch flat, with grabbing, cheek-scrubbing tannins. Ripe berry flavors are earthy and show a touch of chocolate, while the finish is baked, ripe, jammy and tannic. Drink through 2018.",Embruix,88,27.0,Catalonia,Priorat,Vall Llach 2012 Embruix Red (Priorat),Red Blend,Vall Llach
Spain,"Dense, slightly soupy aromas of herbs, earth and blackberry settle in front of a flush, plump palate. Chunky blackberry flavors mix with earth and saline notes, while the finish is full and easy, with mild tannins. Drink through 2018.",Clàssic,88,22.0,Catalonia,Priorat,Onix 2013 Clàssic Grenache-Carignan (Priorat),Grenache-Carignan,Onix
Spain,"Cherry and plum aromas come with overt notes of sucking candy and schist. In the mouth, this is grabby, raw and tannic, with mild astringency. Cherry, plum and boysenberry flavors run sweet and candied, while the finish is baked, with loamy weight. Drink through 2019.",Prior,88,27.0,Catalonia,Priorat,Scala Dei 2012 Prior Red (Priorat),Red Blend,Scala Dei
Spain,"This pure, chiseled Albariño is light but right on the nose, with lime and stone aromas. Crisp yet comfortable, the palate delivers nectarine, apple and other familiar white-fruit flavors. A stony finish with crisp acidity and a leesy accent is lasting and attractive.",,90,18.0,Galicia,Rías Baixas,La Caña 2015 Albariño (Rías Baixas),Albariño,La Caña
Spain,"This is jumpy on the nose, with raw oak, green notes and zest. Aromas of earth, blueberry and wood don't fully come together, while the palate is acidic and cidery in feel. Slightly underripe flavors of cranberry and blueberry run counter to the vintage, which was warm and generous by RDD standards.",Teófilo Reyes 16 Meses en Barrica,85,33.0,Northern Spain,Ribera del Duero,Bodegas Reyes 2009 Teófilo Reyes 16 Meses en Barrica  (Ribera del Duero),Tempranillo,Bodegas Reyes
Spain,"Dusty berry aromas blend with mint and herbal notes. This Tempranillo feels grabby and pinched; flavors of baked black fruits, vanilla and dill are earthy on the finish, which is chunky but generally balanced.",Crianza,85,17.0,Northern Spain,Rioja,Taron 2008 Crianza  (Rioja),Tempranillo Blend,Taron
Spain,"Bold, medicinal and slightly stalky smelling on the nose, this young Tempranillo is jarring on the palate. Flavors of berry fruits come with oak and saltiness, while the finish is rubbery in feel and herbal in flavor.",Z,85,10.0,Northern Spain,Ribera del Duero,Zumaya 2012 Z  (Ribera del Duero),Tempranillo,Zumaya
Spain,"This Monastrell-heavy blend hits with a ton of ripe berry aromas, Graham cracker and minerality on the bouquet. In the mouth, it's creamy and syrupy, with jutting tannins. Flavors of lactic oak, stewed black fruits and carob finish chocolaty and creamy, with mild tannins and heat.",Crianza,85,35.0,Levante,Jumilla,Monterebro 2010 Crianza Monastrell-Syrah (Jumilla),Monastrell-Syrah,Monterebro
Spain,"Latex, rubber and loud plum and berry aromas set up a somewhat astringent palate with rubbery, medicinal berry flavors. A note of saline appears on a firm, drawing finish.",Joven,85,13.0,Northern Spain,Ribera del Duero,Señorío de Sotillo 2012 Joven  (Ribera del Duero),Red Blend,Señorío de Sotillo
Spain,"Dusty, earthy berry aromas are solid and pure. This is a juicy, lively organic wine with good weight and balance. Spicy, peppery flavors of oak and berry fruits finish with mild heat and dry spice notes.",Organic Joven,87,12.0,Northern Spain,Rioja,Osoti 2012 Organic Joven  (Rioja),Tempranillo,Osoti
Spain,"Aromas of tomato, balsamic black fruits and beef stew announce a blocky palate that's flat in feel. Flavors of pepper, prune and stewed blackberry finish dark and rubbery, and overall this is ripe but lacking in structure and mouthfeel.",Sango Reserva,87,42.0,Northern Spain,Toro,Rejadorada 2009 Sango Reserva  (Toro),Tinta de Toro,Rejadorada
Spain,"Touches of warm radiator dust and minerality accent citrus aromas. In the mouth, this is juicy and stony, with flavors of pithy green citrus and peach pit. The finish is solid and just crisp enough.",,87,17.0,Northern Spain,Rueda,Oro de Castilla 2013 Verdejo (Rueda),Verdejo,Oro de Castilla
Spain,"Earth, leather and spicy berry aromas feed into a bright, juicy palate with a mix of herb, berry and oak flavors. A minty, lightly oaked finish displays crisp acidity, freshness and mild heat.",Royal,87,10.0,Northern Spain,Rioja,Bodegas Franco-Españolas 2012 Royal  (Rioja),Tempranillo Blend,Bodegas Franco-Españolas
Spain,"Raw oak, herb and floral aromas are complex and on the light side of the fence. This feels tight, tannic and edgy, while resiny oak gives off a lactic flavor to accompany core red plum and currant. This stays tight, punchy and drying on the finish. Drink through 2021.",Viña Berceo Crianza,91,25.0,Northern Spain,Rioja,Bodegas Berceo 2010 Viña Berceo Crianza  (Rioja),Tempranillo Blend,Bodegas Berceo
Spain,"Ripe berry aromas blend nicely with earthy leathery scents. With a full and easy palate, this generous Crianza delivers blackberry and chocolate flavors that veer toward raisin and prune, especially on the finish, which is lightly toasted and dense in feel. Drink through 2019.",Crianza,91,32.0,Northern Spain,Ribera del Duero,Matarromera 2012 Crianza  (Ribera del Duero),Tempranillo,Matarromera
Spain,"Here's a rosé from last season that's still bright and lively. Aromas of raspberry and watermelon are fresh and inviting, while the palate is medium in intensity, with red licorice and strawberry flavors. Drink now and this wine should still be crisp and refreshing.",Garnacha,87,9.0,Northern Spain,Navarra,Vega Sindoa 2011 Garnacha Rosé (Navarra),Rosé,Vega Sindoa
Spain,"With lemon-lime and lemongrass aromas, this Cava is slightly exotic on the bouquet. The palate feels good but not terribly interesting or complex, with flavors of dusty apple, peach and vanilla. With a short finish, this vintage sparkler is fine but not as good as in the past.",Brut Gran Reserva,87,50.0,Catalonia,Cava,Juvé y Camps 2008 Brut Gran Reserva Sparkling (Cava),Sparkling Blend,Juvé y Camps
Spain,"The nose here is a bit herbal, with a suggestion of eucalyptus along with blackberry and plum. The mouthfeel on this wine is clampy but solid, while the flavors of herbal, roasted berry fruits and moss lead into a mildly herbal and earthy finish. There's a lot of olive-like character to this wine.",Reserva,87,40.0,Northern Spain,Rioja,Finca Valpiedra 2007 Reserva  (Rioja),Tempranillo,Finca Valpiedra
Spain,"Clean and sweet, with an aromatic touch of cookies and cream. In the mouth, it's more of the standard lemon, apple and mineral that you expect from this Galician white. Finishes easy and nice, but not too crisp.",,87,17.0,Galicia,Rías Baixas,Pazo San Mauro 2003 Albariño (Rías Baixas),Albariño,Pazo San Mauro
Spain,"Loaded with tropical fruit, with ample size to the nose and palate. Tastes more of live-wire citrus than anything else, and the zesty finish definitely hums along at a quick pace. Lasting notes of grapefruit and mineral are typical and welcome.",,87,19.0,Galicia,Rías Baixas,D. Pedro de SoutoMaior 2003 Albariño (Rías Baixas),Albariño,D. Pedro de SoutoMaior
Spain,"Rubbery, leafy plum aromas come before a tannic palate with raspberry, plum, herbal notes and dry oak flavors. This is tight, drawing, oaky and briny-tasting on the finish.",Cuarteto Joven,85,12.0,Northern Spain,Rioja,Casa Juan 2012 Cuarteto Joven  (Rioja),Tempranillo Blend,Casa Juan
Spain,"This aged wine is oaky to an extreme, with minty, resiny aromas that crowd out dried raspberry and currant notes. A wiry, tomatoey, almost citric mouthfeel is low on body and high on acid. Flavors of tart plum and raspberry finish raw and woody.",Palacio de Canedo Ecológico Crianza,85,25.0,Northern Spain,Bierzo,Prada A Tope 2008 Palacio de Canedo Ecológico Crianza Mencía (Bierzo),Mencía,Prada A Tope
Spain,"This simple salmon-colored rosado offers peach and nectarine aromas along with dusty notes. The palate is plump and shows moderate acidity. Flavors of pink grapefruit, melon and red apple finish soft. Drink immediately.",Protocolo,85,7.0,Central Spain,Vino de la Tierra de Castilla,Dominio de Eguren 2013 Protocolo Rosé (Vino de la Tierra de Castilla),Rosé,Dominio de Eguren
Spain,"After this Rioja opens with earthy, almost food-like aromas of ground beef, rubber and leather, oak takes over and in march a bacony scent and plenty of char. This is plump and chunky in feel, with earthy, rubbery, savory flavors of charred black fruits and cured meats. It becomes more and more oaky and drawing on the finish.",,86,22.0,Northern Spain,Rioja,Valsacro 2010  Rioja,Tempranillo,Valsacro
Spain,"Raw, rooty, scratchy aromas that suggest clove and licorice set up a tight, drawing, tannic palate with herbal, leathery, dark flavors of wild berry and bitter chocolate. Mint, a strong clove characteristic and dark fruit flavors control the finish.",,85,14.0,Levante,Jumilla,Hilanda 2010 Monastrell (Jumilla),Monastrell,Hilanda
Spain,"Initial bready aromas settle on sweet apple. In the mouth, this has a confected feel balanced by acidity. Flavors run short and candied, with accents of peach and lychee, while a melony, sugary tasting finish is saved by lasting acidity.",Demi Sec,84,14.0,Catalonia,Cava,Paul Cheneau NV Demi Sec Sparkling (Cava),Sparkling Blend,Paul Cheneau
Spain,"The wine has a murky burgundy color and earthy, roasted aromas that include Band-Aid and latex. This feels bold, tangy, tannic and hard. Flavors of plum, tomato and stalky herbs finish with a stewed note and heat.",Tinto 6 Meses en Barrica,84,17.0,Northern Spain,Ribera del Duero,Alidis 2013 Tinto 6 Meses en Barrica  (Ribera del Duero),Tempranillo,Alidis
Spain,"Smells nice as aromas of lemon curd, honeysuckle and lychee fruit make for a very Viognier-like bouquet. But it is indeed Chardonnay, and the palate of lemon, apple and orange is driving and touched up by forward but controlled oak. Lengthy on the back end, with a kiss of butterscotch. Not refined or Burgundian, but good for Navarra.",,87,14.0,Northern Spain,Navarra,Vega Sindoa 2007 Chardonnay (Navarra),Chardonnay,Vega Sindoa
Spain,"Slightly volatile and jammy, but still good for the price range. The nose is pungent and mildly prickly, but it settles in the long run. Like most RDDs, it's intense and jammy in the mouth, with concentration and flavors of raspberry, tomato, salad dressing and even chocolate. If all this sounds a bit scattered and all over the map, it is. But as a whole, the wine has composure, mouthfeel and varietal and regional character.",Miros,87,19.0,Northern Spain,Ribera del Duero,Bodegas Peñafiel 2005 Miros  (Ribera del Duero),Tempranillo Blend,Bodegas Peñafiel
Spain,"Barrantes is always a full-bodied Albariño from one of Rias Baixas's warmest subzones. The nose on the '07 is of doughnuts and pastry, with sweet pear kicking in. The flavors are peach, apricot and ripe citrus fruits, and the finish is pithy and wide. Plods along a bit; could stand to be lighter and smoother in scope.",Pazo Barrantes,87,23.0,Galicia,Rías Baixas,Pazo de Barrantes 2007 Pazo Barrantes Albariño (Rías Baixas),Albariño,Pazo de Barrantes
Spain,"Baked, rooty aromas of sandalwood, exotic spices and berry fruits are attractive. Though slightly grabby on the palate, this shows the right structure and build. Flavors of up-front oak, herbal plum and raspberry finish dry, with firm, pinching tannins. Drink through 2021.",Fincas de la Villa Reserva,90,20.0,Northern Spain,Rioja,Bodegas Muriel 2011 Fincas de la Villa Reserva  (Rioja),Tempranillo,Bodegas Muriel
Spain,"Leesy aromas of vanilla and white flowers feature notes of peach and melon. This is round on the palate, with pear, honeydew and apple flavors. A rebound of leesy vanilla reappears on a mellow finish. Drink immediately or wait for the 2014.",,87,12.0,Northern Spain,Rueda,Trillón 2013 Verdejo (Rueda),Verdejo,Trillón
Spain,"Prickly, briny stone-fruit aromas are citrusy and largely fresh. This offers weight, grab and texture on the palate along with briny orange and grapefruit flavors. A slightly salty finish with notes of green herbs closes it out.",Vidal + Vidal Cepas Muy Viejas,87,18.0,Northern Spain,Rueda,Bodegas Vidal Soblechero 2013 Vidal + Vidal Cepas Muy Viejas Verdejo (Rueda),Verdejo,Bodegas Vidal Soblechero
Spain,"Textbook Verdejo aromas of tangerine, passion fruit and grapefruit are simple and clean. A light, zesty, slightly spritzy palate frames flavors of grapefruit, lemon and orange pith. A mix of tropical and citrus notes drives a snappy but ordinary finish.",,87,13.0,Northern Spain,Rueda,Cyatho 2013 Verdejo (Rueda),Verdejo,Cyatho
